"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Zhang-Ke Jia","Zhang-Ke Jia","Zeitgeist Films","Office Kitano","Drama","Chinese","Jan 3, 1991, Wide","Jul 1, 2005","Feb 14, 2006","$3.6K","2h 20m","At the Beijing World Park, a theme park that displays small versions of famous world monuments, one of the performers, Tao (Zhao Tao), is dating a guard named Taisheng (Taisheng Chen). However, they have a difficult bond, full of jealousy and miscommunication. While Tao forms friendships with other performers, Taisheng develops a fascination with Qun (Yi-qun Wang), a woman trying to join her husband in France. Despite their differences, Tao and Taisheng attempt to continue their relationship.",72,65,"The World"
