"Director","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Nunnally Johnson","20th Century Fox","Mystery & Thriller","English","Mar 12, 1954, Original","Mar 1, 2013","1h 33m","A U.S. soldier stationed in West Berlin after the end of World War II is kidnapped and held captive in East Berlin. Col. Steve Van Dyke (Gregory Peck) is leading the kidnapping investigation, which becomes more complex as he is forced to deal with deceit, conspiracies and double identities. As Van Dyke begins to discover the truth about the case, he finds himself in a perilous situation -- even his closest ally, his former lover Hoffy (Anita Björk), may not be who she says she is.",86,50,"Night People"
