"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Harry Winer","Walter Coblenz, Patrick Bailey","Anchor Bay Entertainment, 20th Century Fox","PG","Adventure","English","Jun 6, 1986, Original","Mar 11, 2020","$9.1M","1h 47m","Surround","Andie Bergstrom (Kate Capshaw), an astronaut eagerly awaiting her first trip to space, runs a summer camp for teenagers with her NASA-employed husband, Zach (Tom Skerritt). One night during an engine test, Andie and four teenage campers are accidentally shot into space. Together, the group -- which includes Kathryn (Lea Thompson), a pilot-in-training, and Tish (Kelly Preston), a ditz with a perfect memory -- must work together to operate the spacecraft and return home.",50,50,"SpaceCamp"
