"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jeff Leroy","Brain Damage Films","R","Horror","English","May 22, 2017","1h 11m","Four college friends try to kill a murderous hitchhiker (Phoebe Dollar) who terrorizes them at every turn.",43,38,"Hell's Highway"
