"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Fleischer","Richard D. Zanuck","Brian Clark","Crime, Drama","English","Apr 1, 1959, Original","Mar 1, 2013","1h 43m","Sociopathic students Artie Straus (Bradford Dillman) and Judd Steiner (Dean Stockwell) murder a boy in a philosophical exercise to commit the flawless crime. Despite their precautions, one of them inadvertently left a key piece of evidence at the crime scene, and they have been arrested and put on trial. It's up to their nationally famous attorney (Orson Welles) to save these misguided souls from execution. The film is based on the infamous Leopold and Loeb case of 1924.",100,85,"Compulsion"
