"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John Ford","John Lee Mahin, Martin Rackin","John Lee Mahin, Martin Rackin","Mirisch Corporation","Action","English","Jan 17, 1959, Limited","Sep 16, 2016","1h 59m","During the Civil War, Colonel John Marlowe (John Wayne) is tasked with leading a Union cavalry division to raze a Confederate railroad depot. Marlowe faces further challenges as a result of his frequent disagreements with the regiment's surgeon, Major Henry Kendall (William Holden), and the presence of Miss Hannah Hunter (Constance Towers), a Southern belle who overhears Marlowe's secret plans and is brought along to prevent her from spreading the word.",81,76,"The Horse Soldiers"
