"Director","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Katie Boland","Amani Walker","Cineflix Productions","Drama","English","1h 30m","Carlesha Freeland-Gaither gets abducted by a homicidal predator while walking home from a family gathering. Determined to survive and outsmart her captor, she leaves clues behind at every opportunity, while her mother stops at nothing to find her.",NA,NA,"Abducted Off the Street: The Carlesha Gaither Story"
