"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Dan Friedkin","Danny Friedkin, Ryan Friedkin, Sabine Brian, Bradley Thomas","Mark Fergus, Hawk Ostby","TriStar Pictures","Imperative Entertainment, NL Film","R (Some Language|Nudity|Violence)","Drama","English","Nov 20, 2020, Limited","Jan 29, 2021","$682.3K","1h 57m","Flat (1.85:1)","A soldier investigates a renowned Dutch artist who is accused of conspiring with the Nazis.",69,91,"The Last Vermeer"
