"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Steve Rash","David Permut, Mark Burg","PolyGram Filmed Entertainment, Permut Presentations, Island Pictures, Hollywood Pictures","PG-13","Comedy","English","Jul 1, 2003","$31.4M","1h 40m","Surround, Stereo","Chauffeur Edwina ""Eddie"" Franklin (Whoopi Goldberg) is fanatical about the New York Knicks basketball team. After she wins a contest to be their honorary assistant coach, Eddie so impresses the team's owner (Frank Langella) that he fires the head coach, John Bailey (Dennis Farina), and replaces him with Eddie. She is instrumental in turning the floundering team around, just in time to make the playoffs. There, they will face the Charlotte Hornets -- now led by former Knicks coach Bailey.",16,36,"Eddie"
