"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"James Foley","Guber-Peters Company","PG","Romance, Comedy","English","May 7, 2015","$6.1M","1h 33m","Surround","A hapless New Yorker's (Griffin Dunne) rich future father-in-law orders him to escort a bleached blonde (Madonna) out of town.",35,47,"Who's That Girl?"
