"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Donnie Yen","Yue Cui, Zhuoqin Huang, Lu Tao, Mu Tao, Ying Wang","Lingzhi Sheng, Wei Zhu, Ben He, Li Chen, Lejing Shen, Yifan Xu","Well Go USA Entertainment","Plus Entertainment, Wishart Media","R (Violent Content)","Action","Chinese","Apr 14, 2023, Limited","2h 11m","Dolby Digital","Scope (2.35:1)","Based on the classic wuxia novel Demi-Gods and Semi-Devils by Louis Cha (known worldwide by his pen name Jin Yong), SAKRA stars Donnie Yen as Qiao Feng, the respected leader of a roving band of martial artists. After he is wrongfully accused of murder and subsequently exiled, Qiao Feng goes on the run in search of answers about his own mysterious origin story--and the unknown enemies working to destroy him from the shadows.",70,67,"Sakra"
