"Director","Producer","Production Co","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bryan Forbes","Bryan Forbes, Larry Gelbart, Burt Shevelove","Columbia","Comedy","English","1h 45m","Stereo","The Finsbury brothers, Masterman (John Mills) and Joseph (Ralph Richardson), are the last surviving members of a tontine that will pay a huge sum to whomever lives longest. Hoping to bankroll his feckless grandson Michael (Michael Caine), Masterman asks Joseph to visit with the intention of killing him. Meanwhile, Joseph has two scheming nephews (Dudley Moore, Peter Cook) who also want the money. When they think Joseph has died en route to seeing his brother, they attempt to cover it up.",88,69,"The Wrong Box"
