"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Mario Bava","Giuseppe Zaccariello","Mario Bava, Filippo Ottoni, Giuseppe Zaccariello","American International Pictures","R","Horror, Mystery & Thriller","Italian","May 3, 1972, Original","Apr 17, 2020","1h 24m","Flat (1.85:1)","Following the murder of Countess Federica Donati (Isa Miranda), an heiress possessing a beautiful piece of beachfront property, members of her family and the surrounding community engage in a killing spree, each with his own secret agenda. In addition to the string of creative murders, a group of hippies arrive on the premises, engage in promiscuous sex and find themselves dying one by one in this cult classic that's considered to be the original slasher film.",86,62,"A Bay of Blood"
