"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Mikhael Hers","Pierre Guyard","Maud Ameline, Mariette Désert, Mikhael Hers","KimStim","Nord-Ouest Films, arte France Cinéma","Drama","French (France)","Jun 30, 2023, Limited","1h 51m","Flat (1.85:1)","On election night in 1981, celebrations spill out onto the street and there is an air of hope and change throughout Paris. But for Elisabeth, her marriage is coming to an end and she will now have to support herself and her two teenage children. She finds work at a late-night radio show and encounters a troubled teenager named Talulah whom she invites into her home. With them, Talulah experiences the warmth of a family for the first time. Although she suddenly disappears, her free spirit has a lasting influence. Elisabeth and her children grow in confidence and begin to take risks, changing the trajectory of their lives.",90,60,"The Passengers of the Night"
