"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Rush","Richard Rush","20th Century Fox","20th Century Fox","R","Mystery & Thriller, Comedy","English","Jun 27, 1980, Original","Mar 28, 2017","2h 9m","On the run from the police, Cameron (Steve Railsback) crashes the set of a Hollywood war movie. When he inadvertently causes a stunt man's death, the film's manipulative director, Eli Cross (Peter O'Toole), decides to shelter Cameron from the cops if he steps in as the daredevil's replacement. Though the arrangement seems like a good deal, it soon becomes a perilous position, with the situation only complicated when Cameron falls for the movie's lead actress, Nina Franklin (Barbara Hershey).",91,73,"The Stunt Man"
