"Director","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Tibor Takacs","Martien Holdings A.V.V., Nu Image","Drama","English","Jan 15, 2003, Wide","1h 37m","Surround","In central Spain in the 1950s, a boy (Álvaro Monje) lives with his widowed father (José Caride) on the outskirts of a poverty-stricken village.",0,25,"The Rats"
