"Director","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Corey Yuen","Sandy Shaw Lai-King, Jing Wong","R","Action","Chinese","Feb 22, 2001, Original","Feb 10, 2009","1h 38m","Johnny (Xie Miao) is a junior kung fu champ growing up in China. He's been told his father, Wei (Jet Li), is a dangerous criminal. He's really an undercover agent infiltrating the Hong Kong Triad. When a brazen cop, Inspector Fong (Anita Mui), sets out to bring down the gang, she investigates Wei's mainland past and uncovers his true identity. After Wei's gravely ill wife dies, Fong takes Johnny back to Hong Kong with her, and father, son and cop team up to bring down a criminal empire.",54,67,"My Father Is a Hero"
