"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Park Chan-wook","Park Chan-wook, Syd Lim","Jeong Seo-kyeong","Amazon Studios, Magnolia Pictures","CJ Entertainment, Yong Film, Moho Film","Mystery & Thriller, Drama, Romance","Korean","Oct 21, 2016, Limited","Jan 30, 2017","$2.0M","2h 24m","Dolby Digital","With help from an orphaned pickpocket (Kim Tae-ri), a Korean con man (Ha Jung-woo) devises an elaborate plot to seduce and bilk a Japanese woman (Kim Min-hee) out of her inheritance.",96,91,"The Handmaiden"
