"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ernst Lubitsch","Ernst Lubitsch","Loew's Inc., Metro-Goldwyn-Mayer Distributing Corp.","Metro Goldwyn Mayer, Loew's Inc.","Comedy","English","Nov 9, 1939, Wide","Jan 1, 2009","1h 50m","Mono","A no-nonsense diplomat of the Soviet Union, Nina Ivanovna ""Ninotchka"" Yakushova (Greta Garbo) arrives in Paris to ensure the sale of jewels seized during the Russian Revolution. Meanwhile, carefree bachelor Count Leon d'Algout (Melvyn Douglas) attempts to intercept the valuables on behalf of their former owner, the Grand Duchess Swana (Ina Claire). Despite their conflicting allegiances, the icy Ninotchka soon warms to Leon's charms, reluctantly going against her better judgment.",95,89,"Ninotchka"
