"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Piers Haggard","Martin Bregman","Morison Film Group","R","Horror","English","May 22, 2017","1h 33m","Surround","A German terrorist (Klaus Kinski), his gang and hostages are trapped with a deadly snake in a London house.",43,32,"Venom"
