"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jean-Jacques Beineix","Les Films Galaxie, France 2, Greenwich Film Productions","R","Mystery & Thriller","English","Aug 14, 2012","$73.4K","2h 5m","A young mail carrier, Jules (Frederic Andrei), becomes entranced with the voice of American diva Cynthia Hawkins (Wilhelmenia Wiggins Fernandez). She doesn't believe in being recorded, but Jules secretly records her singing on a tape. His recording gets mixed up with another tape that incriminates a police chief, who is working with the mob. Jules quickly becomes the target of mob gangsters, and he must find a way to get himself out of the situation alive.",96,86,"Diva"
