"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Akira Kurosawa","Akira Kurosawa, Tomoyuki Tanaka","Shinobu Hashimoto, Eijirô Hisaita, Ryûzô Kikushima, Akira Kurosawa, Hideo Oguni","Toho Company, Kurosawa Production","Crime, Drama","Japanese","Jan 22, 1962, Wide","Jan 10, 2006","2h 24m","Mono","Scope (2.35:1)","In this loose adaptation of ""Hamlet,"" illegitimate son Kôichi Nishi (Toshirô Mifune) climbs to a high position within a Japanese corporation and marries the crippled daughter (Kyôko Kagawa) of company vice president Iwabuchi (Masayuki Mori). At the reception, the wedding cake is a replica of their corporate headquarters, but an aspect of the design reminds the party of the hushed-up death of Nishi's father. It is then that Nishi unleashes his plan to avenge his father's death.",100,92,"The Bad Sleep Well"
