"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Woody Allen","Jack Rollins, Charles H. Joffe","Woody Allen","Cinerama Releasing Corporation [us]","American Broadcasting Company (ABC), Jack Rollins and Charles Joffe, Palomar Pictures","PG","Comedy, Drama","English","Aug 18, 1969, Original","Oct 10, 2017","1h 25m","Mono","Flat (1.85:1)","Virgil Starkwell (Woody Allen) is intent on becoming a notorious bank robber. Unfortunately for Virgil and his not-so-budding career, he is completely incompetent. Presented in mockumentary format, the film features interviews with those who know Virgil best, including his wife, Louise (Janet Margolin). Following him from his crime-obsessed youth to his law-breaking antics, the movie eventually depicts both Virgil's jail time and his prison break, with plenty of slapstick silliness throughout.",91,80,"Take the Money and Run"
