"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Gabriela Cowperthwaite","Michael A. Pruss, Teddy Schwarzman, Ryan Stowell, Kevin J. Walsh","Brad Ingelsby","Gravitas Ventures","Black Bear Pictures, Scott Free Productions, STX International","R (Language)","Drama","English","Jan 22, 2021, Wide","Jan 22, 2021","$657.4K","2h 4m","Flat (1.85:1)","OUR FRIEND tells the inspiring and extraordinary true story of the Teague family--journalist Matt (Casey Affleck), his vibrant wife Nicole (Dakota Johnson) and their two young daughters--and how their lives are upended by Nicole's heartbreaking diagnosis of terminal cancer. As Matt's responsibilities as caretaker and parent become increasingly overwhelming, the couple's best friend Dane Faucheux (Jason Segel) offers to come and help out. As Dane puts his life on hold to stay with his friends, the impact of this life altering decision proves greater and more profound than anyone could have imagined.",86,95,"Our Friend"
