"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Aniruddha Roy Chowdhury","Shoojit Sircar, Rashmi Sharma","Ritesh Shah","NH Studioz, Rashmi Sharma Telefilms","Drama, Mystery & Thriller","Hindi","Apr 4, 2017","$1.2M","2h 16m","A lawyer with wild mood swings helps three women sue the men who attacked them.",100,80,"Pink"
