"Director","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Masahiro Shinoda","Art Theatre Guild","Drama","Japanese","Jan 30, 2001","1h 45m","Successful and married with children, paper-mill owner Jihei (Kirchiemon Nakamura) knows better than to contradict the strict social and moral codes of 18th-century Japan. But when he meets the lovely courtesan Koharu (Shima Iwashita), he becomes a man obsessed. Koharu returns his love, even foregoing other customers while Jihei schemes to somehow buy her freedom. His efforts yield ruinous consequences for his business and his family life, and Koharu is meanwhile purchased by another client.",100,86,"Double Suicide"
