"Director","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Francesco Rosi","PG","Musical, Romance","French (France)","Oct 1, 2015","2h 32m","Gypsy Carmen (Julia Migenes-Johnson) inflames Spanish officer Don Jose (Placido Domingo) and the toreador Escamillo (Ruggero Raimondi) in this version of the opera.",88,74,"Bizet's Carmen"
