"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Nick Efteriades","Athena Efter, Jamie Dakoyannis","Nick Efteriades","Marevan Pictures","R (Language)","Drama","English","Apr 5, 2002, Original","Mar 28, 2006","$44.0K","1h 43m","Working in his father's diner, a New Yorker (Rick Stear) dreams of joining an archaeological search for Alexander the Great's tomb.",33,NA,"Astoria"
