"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Kinji Fukasaku","Ivan Reiner, Walter Manley","Ivan Reiner, Bill Finger, Tom Rowe, Charles Sinclair","Metro-Goldwyn-Mayer","TV-PG, G","Sci-Fi","English","Jan 1, 2012","1h 28m","Two space-station astronauts (Robert Horton, Richard Jaeckel) destroy an asteroid, then face monsters formed from viscous cells.",23,40,"The Green Slime"
