"Director","Producer","Screenwriter","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Alan Clarke","Sanford Lieberson","Andrea Dunbar","R","Comedy","English","1h 35m","In a poor area in the north of England, impoverished teen baby sitters Rita (Siobhan Finneran) and Sue (Michelle Holmes) become involved in an affair with Bob (George Costigan), their employer, who lives with his family in a modern house on the wealthy side of town. After Bob's marriage falls apart, he begins to wonder if he is taking advantage of the girls, but they enjoy the odd relationship and use it to escape their troubled family lives, which involve alcoholism and welfare dependence.",80,82,"Rita, Sue and Bob Too!"
