"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Fritz Lang","Lewis J. Rachmil","Alfred Hayes, Emile Zola","Columbia Pictures","Columbia Pictures, Columbia Pictures Corporation","Crime, Drama","English","Aug 5, 1954, Original","1h 30m","Mono","Flat (1.85:1)","When he's fired from his job at the railroad, Carl Buckley (Broderick Crawford) asks his wife, Vicki (Gloria Grahame), to pay a visit to his boss, Owens (Grandon Rhodes), to try to earn his sympathies. It works, but Carl then assumes that Vicki and Owens are involved romantically, so he murders his boss in a jealous rage. Sick of her husband's violent ways, Vicki seduces Jeff (Glenn Ford), another worker at the railroad, hoping that she can convince him to murder her husband.",58,73,"Human Desire"
