"Director","Producer","Screenwriter","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"David Leland","Simon Relph","Keith Dewhurst, David Leland","R","History, Drama","English","$213.9K","1h 50m","Surround","In World War II-era England, the government organizes an all-women workforce and sends female recruits to rural parts of the nation to take the place of farmers who left their land to serve in the military. The scholarly Ag (Rachel Weisz), spirited Prue (Anna Friel) and fanciful Stella (Catherine McCormack) are three such recruits who move from their urban homes to toil in the country. There the so-called ""Land Girls"" transcend their contrasting social backgrounds to form lifelong bonds.",61,52,"The Land Girls"
