"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Cy Howard","David Susskind","Renee Taylor","Cinerama Releasing Corporation [us]","PG","Comedy","English","Aug 12, 1970, Original","Jul 6, 2004","1h 46m","As Mike (Michael Brandon) and Susan (Bonnie Bedelia) prepare to wed, the couple's families bring their own relationship troubles to the festivities. Susan's father, Hal (Gig Young), is having an affair, while her older sister, Wilma (Anne Meara), can't get her husband to pay attention to her emotional needs. Meanwhile, Mike's brother, Richie (Joseph Hindy), and his wife, Joan (Diane Keaton), are contemplating a divorce, to the horror of his parents (Bea Arthur, Richard Castellano).",100,75,"Lovers and Other Strangers"
