"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Hilary Birmingham","Hilary Birmingham, Anne Sundberg","Hilary Birmingham, Matt Drake, Tom McNeal","R","Drama","English","Nov 1, 2002, Original","May 22, 2017","$433.3K","1h 42m","Dolby Stereo, Surround","A womanizer (Anson Mount) falls for the best friend (Julianne Nicholson) of his shy brother (Glenn Fitzgerald) after she returns home to intern at a veterinary practice.",81,76,"The Truth About Tully"
