"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"George W. Hill","Joseph Farnham, Frances Marion, Lennox Robinson, Martin Flavin","Metro-Goldwyn-Mayer Distributing Corp.","Metro Goldwyn Mayer","Crime, Drama","English","Jun 14, 1930, Wide","Jun 22, 2009","1h 27m","Mono","Flat (1.37:1)","After being convicted of manslaughter, drunk driver Kent Marlowe (Robert Montgomery) is inducted into the rigors of prison life. He befriends fellow cons ""Machine Gun"" Butch Schmidt (Wallace Beery) and John Morgan (Chester Morris). Together they bristle at the prison's deplorable conditions and especially the inhumane policies of their cruel warden (Lewis Stone). Rising tensions culminate in a prison riot that may shake the institution to its core.",75,71,"The Big House"
