"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Vincent Ward","Tim Bevan","R","Romance","English","Nov 23, 2016","$2.4M","1h 46m","In an Arctic village in 1931, British mapmaker Walter Russell (Patrick Bergin) selects 12-year-old Eskimo Avik (Robert Joamie) as his guide. When the boy contracts tuberculosis, Walter flies him to a Montreal hospital, where Avik meets Albertine (Annie Galipeau) and is infatuated. A decade later, a grown Avik (Jason Scott Lee) encounters Albertine (Anne Parillaud) again in London, where he's serving as a British combat pilot. Despite her relationship with Walter, she and Avik begin an affair.",78,81,"Map of the Human Heart"
