"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"George Miller","Dieter Geissler, Bodo Scriba","Karin Howard","PG","Kids & Family, Fantasy, Adventure","English","Jul 1, 2007","1h 29m","Surround","Having saved the magical land of Fantasia from destruction in ""The Neverending Story,"" young Bastian (Jonathan Brandis) is having trouble in the real world. Feeling abandoned by his overworked father, Barney (John Wesley Shipp), he picks up the book that led to his first adventure. He hears the voice of Fantasia's ruler, the Childlike Empress (Alexandra Johnes), telling him that her land needs help. Bastian returns to the kingdom, now threatened by a sorceress named Xayide (Clarissa Burt).",14,40,"The Neverending Story II: The Next Chapter"
