"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Annette Haywood-Carter","Jeffrey Lurie, John Bard Manulis, John P. Marsh","Elizabeth White","Chestnut Hill Productions, Rysher Entertainment, Red Mullet Productions","R","Drama, LGBTQ+","English","Aug 23, 1996, Limited","Dec 23, 2016","$258.3K","1h 40m","Surround","Five high school girls turn the tables on a teacher who makes sexual advances, but the principal punishes them instead. In order to get her confiscated art supplies, Maddy Wirtz (Hedy Burress) and her new friends, including the fearless Legs (Angelina Jolie) and the disturbed Goldie (Jenny Shimizu), sneak into the school, leading to an accidental fire. The incident cements the girls' friendship, but attacks by the football team and their own personal demons threaten to pull the group apart.",44,65,"Foxfire"
