"Director","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Rossen","J.E.M. Productions","Crime, Drama","English","Sep 28, 2020","1h 35m","When an employee at an illegal gambling den dies suspiciously, her sister, Nancy (Evelyn Keyes), looks into the situation and falls for Johnny O'Clock (Dick Powell), a suave partner in the underground casino. Selfish and non-committal by nature, Johnny slowly begins to return Nancy's affection and decides to run away with her, but conflict within his business threatens their plans. As Johnny tries to distance himself from the casino, his shady past comes back to haunt him.",33,38,"Johnny O'Clock"
