"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mike Figgis","Eric Fellner","R","Mystery & Thriller","English","Jul 24, 2001","$101.6K","1h 42m","Surround","Raised as an adopted child, architecture professor Nick Kaminsky (Kevin Anderson) returns home to be near his biological mother, Lillian Anderson Munnsen (Kim Novak), during her last days. While wandering around the small town, Nick encounters old friend Paul Kessler (Bill Pullman), who is preparing to demolish a store where a couple once died in a murder-suicide. Nick begins an affair with Paul's wife, Jane (Pamela Gidley), unaware that their pasts are intertwined with the lurid deaths.",45,48,"Liebestraum"
