"Director","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Yngvild Sve Flikke","Johan Fasting, Yngvild Sve Flikke, Inga Sætre","Drama","English","1h 44m","When Rakel (23), way too late, finds out she's six months pregnant after a not-so-romantic one-night stand, her world changes. Her boyfriend, who's not the father, is kind of ok with her having a baby. But Rakel is absolutely not ready for being a mother. Since abortion is no longer an option, adoption is the only answer. That's when Ninjababy, an animated character who insists on making Rakel's everyday life a living hell, turns up. He climbs out from her note book, jumps into her tea cup, and tells her what a bad person she is.",100,79,"Ninjababy"
