"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Patrice Chéreau","Patrick Cassavetti, Jacques Hinstin","Anne-Louise Trividic, Patrice Chéreau","Mikado Films, Company Credits, Arte France Cinema, Canal+, Greenpoint Films, StudioCanal, Bac Films, Téléma, France 2 Cinéma, Azor Films, Westdeutscher Rundfunk","R","Drama","English","Jan 6, 2004","$563.6K","1h 59m","Surround","A man (Mark Rylance) wants to know more about the nameless woman (Kerry Fox) with whom he has weekly trysts.",66,58,"Intimacy"
