"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"James Glickenhaus","J. Boyce Harman Jr.","James Glickenhaus","De Laurentiis Entertainment Group, Shapiro-Glickenhaus Entertainment","R","Action","English","Apr 19, 2016","$9.3M","1h 30m","Surround","A legal-aid lawyer (Peter Weller) and an undercover officer (Sam Elliott) check a drug dealer's story of police corruption.",70,41,"Shakedown"
