"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Arthur Crabtree","Herman Cohen, Aben Kandel","Carmel Productions","Horror, Drama","English","Apr 17, 2020","1h 35m","A mystery writer (Michael Gough) baffles Scotland Yard with ingenious murders staged by his hypnotized helper (Graham Curnow).",33,24,"Horrors of the Black Museum"
