"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Bikas Ranjan Mishra","Onir, Mohan Mulani, Sanjay Suri","Bikas Ranjan Mishra","Drama","Hindi","Apr 4, 2017","1h 28m","When a Dalit boy develops a dangerous infatuation, he is killed for writing a love letter.",67,NA,"Chauranga"
