"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Claude Chabrol","Marin Karmitz","New Yorker Films","MK2 Productions, Les Films du Camelia, Films A2","Drama","French (Canada)","Oct 13, 1989, Original","Aug 10, 2005","1h 50m","In Nazi-occupied France, Marie (Isabelle Huppert), a mother of two, is struggling to support her family. Her debilitated husband, Paul (François Cluzet), can no longer work when he comes back from the war. Out of desperation, Marie decides to perform illicit abortions and charge large sums for her services. Before long she's making a considerable amount of money from her secret occupation -- which soon leads her to disregard the ailing Paul and turn her attentions to a lavish new lifestyle.",85,78,"Story of Women"
