"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"King Vidor","King Vidor","King Vidor, Wanda Tuchock, Ransom Rideout, Richard Schayer","Metro-Goldwyn-Mayer Distributing Corp.","Metro Goldwyn Mayer","Musical","English","Aug 20, 1929, Wide","Jan 1, 2009","1h 46m","Mono","Zeke Johnson (Daniel L. Haynes) and his brother, Spunk (Everett McGarrity), sell their family's crops for $100. When Zeke manages to lose the money gambling, due to his shifty girlfriend, Chick (Nina Mae McKinney), a fight ensues in which Spunk is killed. This causes Zeke to leave and seek a religious life. Years later, he returns to his hometown as a preacher, bringing his fiancée, Missy Rose (Victoria Spivey). However, Chick is still interested and knows how to manipulate him.",86,57,"Hallelujah"
