"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Preston Sturges","Preston Sturges","Paramount Pictures","Paramount Pictures","Comedy","English","Nov 2, 1942, Original","Oct 2, 2012","1h 30m","Mono","35mm, Flat (1.37:1)","This screwball comedy finds married couple Tom (Joel McCrea) and Gerry Jeffers (Claudette Colbert) in a strained relationship, largely due to financial difficulties. Gerry decides to leave Tom, a struggling architect, and head to Palm Beach in order to marry a wealthy man who could fund Tom's projects. When Tom follows Gerry, they cross paths with the quirky millionaire John D. Hackensacker III (Rudy Vallee) and his chatty, husband-seeking sister, Princess Centimillia (Mary Astor).",97,81,"The Palm Beach Story"
