"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Ivan Dixon","Ivan Dixon, Sam Greenlee","Sam Greenlee, Melvin Clay","United Artists","PG","Drama","English","Sep 21, 1973, Original","Jan 27, 2004","1h 42m","A former CIA agent (Lawrence Cook) organizes black teenagers into well-trained guerrilla bands bent on overthrowing the white establishment.",75,83,"The Spook Who Sat by the Door"
