"Director","Producer","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"George Fitzmaurice","Samuel Goldwyn","Samuel Goldwyn Company","Crime, Drama","English","Jul 24, 1930, Limited","May 3, 2020","1h 12m","An infamous jewel thief in England known as ""The Amateur Cracksman"" is none other than the gentleman A.J. Raffles (Ronald Colman). When Raffles falls in love with a respectable lady (Kay Francis), he decides to forgo his life of crime for her. But when his friend Bunny (Bramwell Fletcher) is deep in debt and desperate for help, Raffles agrees to one last job. Once the plan is set, the heist meets complications with the arrival of an inspector (David Torrence) and a rival thief (John Rogers).",60,59,"Raffles"
