"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Alan Parker","Alan Marshall","Roger Waters","Metro-Goldwyn-Mayer","Metro Goldwyn Mayer, Tin Blue, Goldcrest Films, Ltd.","R","Musical, Drama","English","Aug 6, 1982, Wide","Jan 25, 2005","1h 39m","Magnetic Stereo 6 Track, Dolby Stereo, Surround","Scope (2.35:1)","In this visual riff on Pink Floyd's album ""The Wall,"" successful but drugged-out musician Pink (Bob Geldof) is looking back on his isolated childhood from the confines of a Los Angeles hotel room. Through a swirl of flashbacks and chemical-induced hallucinations, Pink recalls his lonely upbringing, during which he built a symbolic wall to the world as he coped with the death of his father (James Laurenson) and the overbearing ways of his mother (Christine Hargreaves).",73,89,"Pink Floyd - The Wall"
