"Director","Screenwriter","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Claude Chabrol","Paul Gégauff","R","Drama","French (Canada)","1h 40m","A philandering husband convinces his wife to have affairs, believing she can't find a lover as interesting as he.",63,61,"Pleasure Party"
