"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"David S. Hogan","Todd Downing, David S. Hogan","Todd Downing","Cyfuno Ventures, Doco Digital, Mighty Tripod Productions","Horror, Mystery & Thriller","English","Mar 16, 2021","1h 22m","Scope (2.35:1)","Haunted by the death of her husband, Liz uproots her daughter and moves them to a small town, where the real nightmares begin.",40,NA,"The Parish"
