"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"John Carpenter","Debra Hill","John Carpenter, Debra Hill","RCA/Columbia, AVCO Embassy Pictures, MGM/UA Home Entertainment Inc.","AVCO Embassy Pictures","R","Horror, Mystery & Thriller","English","Feb 8, 1980, Original","Oct 26, 2018","Nov 8, 2016","$69.5K","1h 29m","Scope (2.35:1)","Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone (Hal Holbrook) stumbles upon a dark secret about the town's founding; radio announcer Stevie (Adrienne Barbeau) witnesses a mystical fire; and hitchhiker Elizabeth (Jamie Lee Curtis) discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",75,65,"The Fog"
