"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Sean Ellis","Sean Ellis, Mickey Liddell, Pete Shilaimon","Sean Ellis","LD Entertainment","LD Entertainment, Piste Rouge","R","Horror, Mystery & Thriller","English","Feb 18, 2022, Wide","$4.5M","1h 52m","Scope (2.35:1)","In the late 1800s, a once-peaceful remote country village is under attack--but by who or what, no one knows. Villagers spread rumors of a cursed land, supernatural forces, and even demonic creatures, as the disappearances and killings continue. Pathologist John McBride arrives to investigate the danger, only to discover something much deeper and more sinister than he ever could have imagined.",71,54,"The Cursed"
