"Director","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Stanley Tong","R","Action","Chinese","1h 34m","A policewoman (Michelle Yeoh) tries to break up a Hong Kong crime syndicate headed by a former lover.",60,41,"Supercop 2"
