"Director","Producer","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Rainer Werner Fassbinder","Luggi Waldleitner, Enzo Peri","R","Drama","German","2h 0m","A German singer (Hanna Schygulla) loves a Swiss composer (Giancarlo Giannini) in hiding and becomes famous for a song in World War II.",50,74,"Lili Marleen"
