"Director","Producer","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Céline Rouzet","Olivier Aknin, Guillaume Malandrin, Candice Zaccagnino","William Martin, Céline Rouzet","Drama, Fantasy","French","1h 45m","The day they move into a new neighborhood, the Feral family plans to look as normal and friendly as possible. But their son, Philemon, is no ordinary teenager. When he gets closer to his new neighbor, Camila, his thirst for blood grows and his difference becomes impossible to hide....",86,NA,"For Night Will Come"
