"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Moustapha Akkad","Moustapha Akkad, Mohammad Sanousi","H.A.L. Craig","Falcon International Productions","PG","Biography, History, Drama, Adventure","English","Apr 17, 1981, Limited","Mar 27, 2017","2h 53m","Surround","Bedouin hero Omar Mukhtar (Anthony Quinn) rallies Libyan guerrillas against an Italian general's (Oliver Reed) army sent by Mussolini (Rod Steiger).",75,93,"Lion of the Desert"
