"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Shari Springer Berman, Robert Pulcini","Anthony Bregman, Stephanie Davis","Robert Pulcini, Jonathan Ames, Shari Springer Berman","Magnolia Pictures","3 Arts Entertainment","R (Some Sexual Content)","Comedy","English","Jul 30, 2010, Limited","Nov 17, 2011","$453.1K","1h 48m","A flamboyant literature professor (Kevin Kline), who escorts rich old women on the side, teaches his cross-dressing roommate (Paul Dano) his unique perspective on life.",42,37,"The Extra Man"
