"Director","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Leon Le","Drama","Vietnamese","Nov 5, 2020","1h 30m","The star of a traveling opera troupe develops an unlikely friendship with an enforcer for a loan shark.",100,91,"Song Lang"
