"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Erdem Tepegöz","Kerem Çatay","Erdi Isik","Netflix","Ay Yapim","Drama, Romance","Turkish","Feb 9, 2024","1h 40m","From an intoxicating fantasy to a dangerous affair, a wealthy married woman finds her life irreversibly shattered after picking up an unpublished novel.",29,10,"Ashes"
