"Director","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Bob Brooks","R","Horror","English","1h 43m","A twisted tattoo artist (Bruce Dern) kidnaps a model (Maud Adams) to realize his dream of a masterpiece on skin.",29,57,"Tattoo"
