"Director","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Lina Wertmüller","Cinema 5 Distributing","R","Comedy, Drama","Italian","Jan 21, 1976, Original","Aug 23, 2017","$12.0K","1h 55m","In 1930s Italy, Pasqualino (Giancarlo Giannini), a low-level Sicilian thug, kills a man who disgraced his sister. Pasqualino pleads insanity and manages to escape imprisonment by joining the military, but he decides to go AWOL when things get too heavy. Unfortunately, he soon finds himself stuck in a concentration camp. There, Pasqualino vows to do anything in order to survive -- even if that means seducing an obese, female German camp commandant (Shirley Stoler) or ratting out his own pals.",67,88,"Seven Beauties"
